doc_id,label,train_id,text
doc00237,spam,train,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
doc00238,spam,valid,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
doc00239,ham,train,Small problem in auction:)punj now asking tiwary
doc00240,ham,train,No management puzzeles.
doc00241,ham,train,Just glad to be talking to you.
doc00242,ham,train,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
doc00243,spam,train,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
doc00244,spam,train,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
doc00245,spam,train,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
doc00246,spam,valid,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
doc00247,ham,valid,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
doc00248,ham,train,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
doc00249,spam,train,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
doc00250,spam,valid,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
doc00251,ham,valid,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
doc00252,spam,train,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
doc00253,ham,valid,You got job in wipro:)you will get every thing in life in 2 or 3 years.
doc00254,spam,train,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
doc00255,ham,valid,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
doc00256,ham,valid,Designation is software developer and may be she get chennai:)
doc00257,ham,valid,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
doc00258,spam,valid,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
doc00259,spam,valid,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
doc00260,ham,train,Jesus armand really is trying to tell everybody he can find
doc00261,spam,train,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
doc00262,ham,train,Ok how you dear. Did you call chechi
doc00263,spam,valid,You have 1 new voicemail. Please call 08719181513.
doc00264,spam,valid,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
doc00265,spam,valid,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
doc00266,spam,train,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
doc00267,ham,valid,"By the way, 'rencontre' is to meet again. Mountains dont...."
doc00268,ham,train,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
doc00269,ham,valid,Change again... It's e one next to escalator...
doc00270,ham,train,Why didn't u call on your lunch?
doc00271,spam,valid,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
doc00272,spam,train,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
doc00273,spam,valid,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
doc00274,spam,valid,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
doc00275,ham,train,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
doc00276,ham,valid,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
doc00277,ham,train,"If e timing can, then i go w u lor..."
doc00278,spam,valid,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
doc00279,spam,valid,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
doc00280,spam,train,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
doc00281,spam,valid,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
doc00282,ham,train,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
doc00283,ham,train,You are not bothering me but you have to trust my answers. Pls.
doc00284,spam,train,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
doc00285,ham,train,Wot u up 2 u weirdo?
doc00286,spam,valid,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
doc00287,spam,valid,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
doc00288,spam,train,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
doc00289,spam,train,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
doc00290,spam,train,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
doc00291,spam,valid,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
doc00292,spam,valid,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
doc00293,ham,train,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
doc00294,spam,train,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
doc00295,ham,valid,O ic lol. Should play 9 doors sometime yo
doc00296,spam,train,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
doc00297,ham,valid,when you and derek done with class?
doc00298,spam,train,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
doc00299,spam,valid,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
doc00300,spam,train,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
doc00301,spam,train,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
doc00302,spam,train,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
doc00303,ham,train,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
doc00304,spam,valid,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
doc00305,ham,train,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
doc00306,spam,train,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
doc00307,ham,train,No break time one... How... I come out n get my stuff fr ü?
doc00308,spam,train,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
doc00309,spam,valid,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
doc00310,spam,train,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
doc00311,spam,train,85233 FREE>Ringtone!Reply REAL
doc00312,ham,train,Then any special there?
doc00313,ham,train,Yes princess! I want to please you every night. Your wish is my command...
doc00314,spam,train,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
doc00315,spam,valid,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
doc00316,ham,train,"Its ok chikku, and its my 1 of favourite song..:-)"
doc00317,ham,valid,Thankyou so much for the call. I appreciate your care.
doc00318,ham,train,Hey what are you doing. Y no reply pa..
doc00319,spam,train,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
doc00320,spam,train,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
doc00321,spam,valid,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
doc00322,ham,valid,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
doc00323,ham,train,You bad girl. I can still remember them
doc00324,ham,valid,K...k...when will you give treat?
doc00325,spam,valid,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
doc00326,spam,valid,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
doc00327,spam,valid,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
doc00328,ham,valid,Unlimited texts. Limited minutes.
doc00329,ham,train,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
doc00330,spam,train,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
doc00331,ham,valid,Why did I wake up on my own &gt;:(
doc00332,ham,train,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
doc00333,ham,train,"Yeah I should be able to, I'll text you when I'm ready to meet up"
doc00334,spam,valid,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
doc00335,ham,train,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
doc00336,spam,valid,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
doc00337,spam,train,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
doc00338,ham,train,ARR birthday today:) i wish him to get more oscar.
doc00339,spam,train,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
doc00340,ham,train,No probs hon! How u doinat the mo?
doc00341,spam,valid,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
doc00342,spam,train,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
doc00343,ham,train,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
doc00344,spam,valid,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
doc00345,spam,train,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
doc00346,spam,train,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
doc00347,ham,train,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
doc00348,spam,train,You have 1 new message. Please call 08712400200.
doc00349,spam,valid,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
doc00350,spam,train,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
doc00351,ham,valid,Shall i start from hear.
doc00352,spam,train,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
doc00353,spam,valid,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
doc00354,spam,train,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
doc00355,spam,train,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
doc00356,ham,valid,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
doc00357,spam,train,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
doc00358,ham,valid,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
doc00359,ham,train,K..k..any special today?
doc00360,spam,train,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
doc00361,spam,train,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
doc00362,spam,train,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
doc00363,spam,train,network operator. The service is free. For T & C's visit 80488.biz
doc00364,ham,train,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
doc00365,ham,valid,Hello madam how are you ?
doc00366,ham,valid,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
doc00367,spam,train,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
doc00368,ham,train,3 pa but not selected.
doc00369,spam,train,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
doc00370,ham,train,I've not sent it. He can send me.
doc00371,spam,train,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
doc00372,ham,train,Ok thanx... Take care then...
doc00373,ham,train,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
doc00374,spam,train,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
doc00375,ham,train,Good Morning my Dear........... Have a great &amp; successful day.
doc00376,spam,valid,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
doc00377,spam,train,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
doc00378,ham,valid,"Sir, Waiting for your mail."
doc00379,spam,valid,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
doc00380,spam,train,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
doc00381,spam,valid,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
doc00382,spam,train,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
doc00383,spam,train,Adult 18 Content Your video will be with you shortly
doc00384,spam,train,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
doc00385,ham,train,Networking job is there.
doc00386,ham,valid,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
doc00387,spam,valid,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
doc00388,ham,valid,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
doc00389,ham,train,Audrie lousy autocorrect
doc00390,ham,train,"I'm not coming over, do whatever you want"
doc00391,spam,train,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
doc00392,ham,valid,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
doc00393,ham,train,Sorry i'm not free...
doc00394,spam,train,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
doc00395,ham,train,Mm i had my food da from out
doc00396,ham,train,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
doc00397,spam,valid,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
doc00398,spam,valid,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
doc00399,ham,valid,what number do u live at? Is it 11?
doc00400,spam,valid,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
doc00401,spam,train,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
doc00402,spam,train,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
doc00403,ham,train,I havent lei.. Next mon can?
doc00404,ham,train,Networking technical support associate.
doc00405,spam,train,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
doc00406,spam,valid,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
doc00407,ham,train,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
doc00408,ham,valid,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
doc00409,spam,valid,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
doc00410,spam,train,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
doc00411,spam,train,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
doc00412,ham,train,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
doc00413,ham,train,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
doc00414,spam,train,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
doc00415,ham,valid,K sure am in my relatives home. Sms me de. Pls:-)
doc00416,spam,valid,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
doc00417,spam,train,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
doc00418,spam,train,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
doc00419,ham,train,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
doc00420,ham,train,Do you like shaking your booty on the dance floor?
doc00421,ham,valid,Jay's getting really impatient and belligerent
doc00422,spam,valid,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
doc00423,spam,train,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
doc00424,spam,valid,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
doc00425,ham,train,Ok lor...
doc00426,ham,train,I re-met alex nichols from middle school and it turns out he's dealing!
doc00427,ham,train,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
doc00428,ham,train,Should I tell my friend not to come round til like  &lt;#&gt; ish?
doc00429,ham,train,Sac needs to carry on:)
doc00430,spam,train,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
doc00431,ham,valid,Lol your always so convincing.
doc00432,ham,valid,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
doc00433,spam,train,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
doc00434,spam,train,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
doc00435,ham,valid,Hey tmr meet at bugis 930 ?
doc00436,spam,valid,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
doc00437,ham,train,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
doc00438,ham,train,Wait.i will come out.. &lt;#&gt;  min:)
doc00439,ham,train,"I am in tirupur da, once you started from office call me."
doc00440,ham,train,My battery is low babe
doc00441,spam,valid,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
doc00442,ham,train,Sitting ard nothing to do lor. U leh busy w work?
doc00443,ham,train,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
doc00444,ham,valid,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
doc00445,spam,train,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
doc00446,spam,train,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
doc00447,spam,train,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
doc00448,spam,train,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
doc00449,ham,train,make that 3! 4 fucks sake?! x
doc00450,ham,train,"Haha awesome, be there in a minute"
doc00451,spam,train,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
doc00452,spam,valid,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
doc00453,spam,train,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
doc00454,spam,train,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
doc00455,spam,train,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
doc00456,spam,train,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
doc00457,spam,train,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
doc00458,spam,train,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
doc00459,ham,valid,They will pick up and drop in car.so no problem..
doc00460,ham,valid,Same as kallis dismissial in 2nd test:-).
doc00461,ham,valid,"Ya tel, wats ur problem.."
doc00462,ham,valid,Howz that persons story
doc00463,ham,valid,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
doc00464,ham,valid,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
doc00465,spam,train,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
doc00466,spam,train,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
doc00467,spam,valid,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
doc00468,ham,valid,I'm fine. Hope you are good. Do take care.
