crime_type,year,month,day,hour,location,latitude,longitude
narcotics,2011,1,5,20,STREET,41.858730072,-87.664479568
criminal_damage,2013,2,22,2,STREET,41.654659241,-87.547149884
criminal_damage,2001,3,30,11,APARTMENT,41.746199034,-87.602466473
criminal_damage,2005,8,8,17,SIDEWALK,41.849848688,-87.715248777
theft,2017,4,13,8,STREET,41.989905261,-87.747571464
prostitution,2003,7,31,20,STREET,41.881155761,-87.686946988
narcotics,2004,9,17,24,ALLEY,41.7367597,-87.554184318
theft,2007,8,20,7,FIRE STATION,41.687055993,-87.622111661
theft,2003,3,31,11,SMALL RETAIL STORE,41.984081694,-87.668884868
criminal_damage,2014,12,4,21,SIDEWALK,41.91775829,-87.687415476
criminal_damage,2012,10,2,15,OTHER,41.778092941,-87.722746539
narcotics,2001,1,13,20,RESIDENCE,41.894456728,-87.718870097
robbery,2011,3,3,24,SIDEWALK,41.765976841,-87.585776313
criminal_damage,2002,8,2,12,STREET,41.772614636,-87.699314381
narcotics,2011,6,3,13,SIDEWALK,41.750548727,-87.593031862
criminal_damage,2002,1,10,3,CHA HALLWAY/STAIRWELL/ELEVATOR,41.854963672,-87.627133239
criminal_damage,2014,4,28,20,STREET,41.751935361,-87.648925684
criminal_damage,2014,5,3,14,CONVENIENCE STORE,41.729450838,-87.551242941
narcotics,2014,5,23,9,APARTMENT,41.8809304,-87.70971653
robbery,2006,2,7,11,GROCERY FOOD STORE,41.778798333,-87.714050695
prostitution,2016,12,7,21,STREET,41.870129263,-87.742457705
robbery,2002,4,5,7,STREET,41.809403386,-87.707604688
narcotics,2011,7,29,23,STREET,41.912947243,-87.771899342
prostitution,2017,8,6,20,SIDEWALK,41.869475497,-87.73808364
prostitution,2003,7,24,20,STREET,41.851268765,-87.708892578
prostitution,2002,1,11,14,RESIDENCE,41.909389077,-87.648234613
criminal_damage,2011,10,22,17,STREET,42.00413735,-87.668128025
prostitution,2001,7,31,20,STREET,41.815372362,-87.619615283
robbery,2009,2,21,2,SMALL RETAIL STORE,41.907040103,-87.63458647
criminal_damage,2010,6,5,13,RESIDENCE,41.993836112,-87.748337363
theft,2008,2,21,11,SMALL RETAIL STORE,41.867197102,-87.64376934
prostitution,2016,11,29,20,SIDEWALK,41.86866942,-87.74301085
theft,2016,11,2,12,RESIDENCE-GARAGE,41.746657382,-87.621267337
prostitution,2008,3,13,18,VEHICLE NON-COMMERCIAL,41.80716827,-87.743142974
theft,2007,6,7,7,STREET,41.94674717,-87.733762961
robbery,2005,4,24,14,SIDEWALK,41.685154061,-87.636428733
prostitution,2003,2,21,23,STREET,41.959626143,-87.649851272
theft,2003,11,4,7,STREET,41.901318085,-87.758222626
narcotics,2011,8,31,21,STREET,41.940123552,-87.705192584
criminal_damage,2002,12,4,12,STREET,41.948319777,-87.674696859
prostitution,2002,1,28,20,STREET,41.786291714,-87.664386014
prostitution,2005,5,21,13,STREET,41.807212483,-87.739474638
narcotics,2012,6,25,15,RESIDENCE,41.836242733,-87.725555473
prostitution,2001,10,3,20,STREET,41.757153726,-87.558409062
theft,2005,11,4,17,STREET,41.971988754,-87.674250813
robbery,2016,10,16,21,CTA STATION,41.874445284,-87.627609107
theft,2015,8,7,14,OTHER,41.874363279,-87.643013039
theft,2006,4,24,16,RESIDENCE,41.867123749,-87.721389788
criminal_damage,2007,5,13,17,RESIDENCE-GARAGE,41.745822798,-87.666964623
robbery,2009,2,14,2,STREET,41.730856344,-87.585520553
theft,2002,6,10,22,STREET,41.944619646,-87.727346577
criminal_damage,2012,3,1,15,STREET,41.825920827,-87.666567614
theft,2005,8,26,15,RESTAURANT,41.800365023,-87.587393896
narcotics,2006,4,6,22,STREET,41.91127518,-87.666554434
prostitution,2004,1,2,23,STREET,41.910732708,-87.660590081
criminal_damage,2005,9,4,24,STREET,41.731546281,-87.649578133
robbery,2004,7,9,23,STREET,41.767553206,-87.577561604
narcotics,2013,5,29,22,VEHICLE NON-COMMERCIAL,41.793431969,-87.619191325
robbery,2007,6,18,20,STREET,41.75313973,-87.562624263
robbery,2016,3,8,12,SIDEWALK,41.88246515,-87.725719874
theft,2005,9,20,15,"SCHOOL, PUBLIC, BUILDING",41.96538061,-87.659110921
narcotics,2007,12,4,20,STREET,41.877602843,-87.681761281000007
theft,2014,7,16,16,STREET,42.019530617,-87.689503577
narcotics,2015,8,15,24,PARKING LOT/GARAGE(NON.RESID.),41.739255082,-87.585697923
criminal_damage,2006,11,3,22,GROCERY FOOD STORE,41.997657713,-87.694101924
robbery,2002,12,12,17,SIDEWALK,41.95396416,-87.699976011
criminal_damage,2003,9,4,12,CHA PARKING LOT/GROUNDS,41.850237391,-87.62702373
narcotics,2007,6,20,17,STREET,41.743924659,-87.665705402
theft,2012,9,30,15,PARK PROPERTY,41.717334211,-87.531658377
criminal_damage,2001,7,30,11,STREET,41.867250752,-87.770360863
robbery,2009,5,23,11,GROCERY FOOD STORE,41.79371832,-87.622440909
narcotics,2008,3,3,23,PARKING LOT/GARAGE(NON.RESID.),41.99780451,-87.685532409
theft,2009,3,3,8,RESIDENCE PORCH/HALLWAY,41.850724083,-87.732307776
robbery,2006,4,10,21,STREET,41.891133566,-87.624134682
prostitution,2006,7,29,2,STREET,41.908914624,-87.651050097
criminal_damage,2001,8,7,14,RESIDENCE,41.760702251,-87.665989681
robbery,2010,1,10,8,OTHER COMMERCIAL TRANSPORTATION,41.79408121,-87.661301606
theft,2012,10,17,19,CONSTRUCTION SITE,41.910615706,-87.714949458
criminal_damage,2017,2,25,21,STREET,41.890020887,-87.758940979
narcotics,2007,12,22,11,OTHER,41.750333737,-87.664953701
theft,2009,7,22,15,STREET,41.85240964,-87.625491255
theft,2003,2,25,14,STREET,41.758176041,-87.563931096
theft,2009,10,11,14,ALLEY,41.965481417,-87.72428454
robbery,2016,4,8,15,CHA PARKING LOT/GROUNDS,41.877134617,-87.688753705
prostitution,2006,4,20,22,STREET,41.759950351,-87.605433227
theft,2014,5,14,15,STREET,41.952362536,-87.676706579
theft,2006,6,8,20,SIDEWALK,41.854567943,-87.685706142
robbery,2008,9,29,16,CTA PLATFORM,41.875847013,-87.661837313
robbery,2009,4,11,1,SIDEWALK,41.875286501,-87.724223679
criminal_damage,2009,3,30,19,STREET,41.938581442,-87.765830579
theft,2008,9,2,15,APARTMENT,41.848393693,-87.73116244
robbery,2010,4,1,15,SIDEWALK,41.76353058,-87.579309571
theft,2004,10,26,10,SMALL RETAIL STORE,42.016607113,-87.675302757
theft,2001,6,22,13,ALLEY,41.868304953,-87.624254891
narcotics,2008,5,31,19,STREET,41.901373002,-87.691915146
prostitution,2011,2,12,14,HOTEL/MOTEL,41.989293402,-87.705537043
prostitution,2002,7,6,8,STREET,41.918984872,-87.746173905
narcotics,2008,10,4,21,ALLEY,41.772086584,-87.672807617
prostitution,2009,2,7,11,LIBRARY,41.730956462,-87.549887474
prostitution,2009,1,17,8,STREET,41.808332597,-87.691101812
theft,2002,3,29,19,STREET,41.765057208,-87.607992685
prostitution,2010,7,8,11,STREET,41.909877971,-87.726870715
prostitution,2006,4,27,22,STREET,41.881101134,-87.692870716
narcotics,2002,7,8,19,STREET,41.894122134,-87.719934772
criminal_damage,2004,6,24,21,APARTMENT,42.000875415,-87.680232892
prostitution,2007,11,8,22,STREET,41.790716455,-87.615880848
criminal_damage,2006,5,8,22,STREET,41.823101491,-87.621587665
narcotics,2011,12,11,18,RESIDENCE,41.898160876,-87.715183499
criminal_damage,2008,3,25,22,OTHER,41.953403373,-87.748413139
theft,2007,7,18,21,STREET,41.944870099,-87.731659606
criminal_damage,2010,9,5,2,STREET,41.875739762,-87.756193815
prostitution,2011,2,8,21,HOTEL/MOTEL,41.892605313,-87.619839586
robbery,2011,2,10,15,CTA BUS,41.779012821,-87.664208692
criminal_damage,2009,4,18,4,RESIDENCE,41.869125171,-87.661635977
criminal_damage,2007,10,23,11,PARKING LOT/GARAGE(NON.RESID.),41.833139425,-87.615319213
narcotics,2002,12,31,24,CHA PARKING LOT/GROUNDS,41.850424032,-87.627029017
robbery,2008,10,1,23,SIDEWALK,41.855002937,-87.724078476
theft,2012,10,21,12,BAR OR TAVERN,41.940251326,-87.649275328
robbery,2005,11,17,16,SIDEWALK,41.913172743,-87.636727648
narcotics,2011,10,28,14,ALLEY,41.854676011,-87.663872107
prostitution,2001,4,22,22,STREET,41.805805337,-87.618213994
robbery,2009,10,10,6,STREET,41.80890135,-87.643419193
theft,2005,9,18,22,STREET,41.893179585,-87.634686145
prostitution,2002,11,15,22,SIDEWALK,41.804802413,-87.743087664
criminal_damage,2013,12,3,20,JAIL / LOCK-UP FACILITY,41.974129858,-87.766357256
narcotics,2005,4,16,13,SIDEWALK,41.902292615,-87.751748752
theft,2013,2,15,23,AIRPORT PARKING LOT,42.005707605,-87.89992684
prostitution,2001,5,25,9,STREET,41.816663606,-87.622058815
robbery,2011,8,10,4,RESIDENCE PORCH/HALLWAY,41.986392486,-87.656700734
robbery,2004,2,22,11,SMALL RETAIL STORE,41.852004407,-87.688561945
theft,2009,7,10,15,RESIDENCE,41.774363954,-87.603360266
robbery,2015,6,28,12,STREET,41.67153765,-87.632080887
robbery,2011,7,17,14,SIDEWALK,41.922602166,-87.730887758
theft,2008,3,18,24,STREET,41.685731365,-87.667138415
theft,2003,3,10,14,SIDEWALK,41.809351171,-87.618691752
theft,2006,9,6,10,PARKING LOT/GARAGE(NON.RESID.),41.724927226,-87.623815165
narcotics,2001,5,26,22,STREET,41.779130134,-87.698417951
narcotics,2008,2,8,23,STREET,41.917856783,-87.73024898
theft,2005,9,14,24,"SCHOOL, PUBLIC, BUILDING",41.707519433,-87.601839023
narcotics,2002,8,23,18,STREET,41.729285315,-87.664087537
prostitution,2005,5,23,20,STREET,41.817502429,-87.618373688
robbery,2001,5,21,16,PARKING LOT/GARAGE(NON.RESID.),41.837961979,-87.646424536
robbery,2005,3,6,23,SIDEWALK,41.820006933,-87.616889375
narcotics,2005,11,4,21,ALLEY,41.811496303,-87.665044544
prostitution,2010,6,30,21,STREET,41.757327195,-87.644213747
prostitution,2006,11,3,8,STREET,41.880702663,-87.698702361
theft,2006,6,8,16,STREET,41.843795034,-87.724533469
prostitution,2014,2,20,10,SIDEWALK,41.908533952,-87.726475653
prostitution,2007,10,3,22,STREET,41.881046662,-87.699374632
criminal_damage,2005,4,5,12,RESTAURANT,41.779219485,-87.68639517
criminal_damage,2004,12,10,18,RESIDENCE,41.901605234,-87.721394934
narcotics,2004,2,23,18,CHA PARKING LOT/GROUNDS,41.877514327,-87.689421855
prostitution,2015,1,25,20,HOTEL/MOTEL,41.904814044,-87.630011517
criminal_damage,2006,8,27,13,VEHICLE NON-COMMERCIAL,41.974890974,-87.841552543
criminal_damage,2009,8,18,20,RESIDENCE-GARAGE,41.948758857,-87.738015662
robbery,2014,7,5,21,RESIDENTIAL YARD (FRONT/BACK),41.912432826,-87.669323561
criminal_damage,2002,4,29,1,RESIDENCE,41.872459865,-87.733598558
narcotics,2004,12,6,18,STREET,41.88884215,-87.750482528
robbery,2009,9,4,14,SIDEWALK,41.920132219,-87.639466536
robbery,2010,3,5,21,STREET,41.914422444,-87.719130535
criminal_damage,2009,11,10,17,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.942624361,-87.805675912
criminal_damage,2007,8,17,14,STREET,41.955254847,-87.665746946
theft,2008,1,8,24,COMMERCIAL / BUSINESS OFFICE,41.902522915,-87.63140683
narcotics,2001,6,19,22,STREET,42.018020113,-87.670489449
prostitution,2008,1,13,8,STREET,41.809135012,-87.691787056
narcotics,2011,5,4,21,STREET,41.733388016,-87.667858883
robbery,2007,7,1,18,SIDEWALK,41.874379802,-87.64165431
robbery,2017,3,29,20,SIDEWALK,41.898436878,-87.689990417
criminal_damage,2005,3,11,23,RESIDENCE,41.798899646,-87.788104872
prostitution,2003,2,24,7,STREET,41.784937312,-87.663663096
criminal_damage,2011,10,2,7,OTHER,41.872794202,-87.704273425
theft,2001,11,19,14,STREET,41.968323942,-87.710387227
prostitution,2003,8,2,19,OTHER RAILROAD PROP / TRAIN DEPOT,41.801527531,-87.679077685
prostitution,2001,1,25,11,STREET,41.909054494,-87.65242259
theft,2008,6,2,14,STREET,41.873984917,-87.68013473
prostitution,2007,7,13,12,STREET,41.938793133,-87.749487593
prostitution,2014,4,10,21,STREET,41.879148115,-87.740567984
criminal_damage,2001,4,17,9,RESIDENCE,41.89260269,-87.765455457
robbery,2016,12,18,16,SIDEWALK,41.880725954,-87.755080358
criminal_damage,2011,7,16,19,STREET,41.978236862,-87.692593403
narcotics,2007,10,21,22,STREET,41.720634867,-87.649576602
criminal_damage,2011,9,12,8,RESIDENCE-GARAGE,41.934124148,-87.757428171
robbery,2002,7,9,12,SIDEWALK,41.934083948,-87.767557365
criminal_damage,2012,9,26,19,OTHER,41.847688972,-87.705136035
criminal_damage,2005,5,19,6,RESIDENCE,41.773380002,-87.582266321
theft,2005,4,29,22,APARTMENT,41.764346519,-87.66501722
robbery,2004,11,30,13,SIDEWALK,41.882809499,-87.626231786
robbery,2012,7,22,23,ALLEY,41.924534353,-87.722623684
theft,2016,5,7,16,GROCERY FOOD STORE,41.852259501,-87.670225243
criminal_damage,2004,4,12,19,STREET,41.80808964,-87.671029406
narcotics,2009,5,6,13,ALLEY,41.81773277,-87.621438009
criminal_damage,2009,1,1,3,APARTMENT,41.858301082,-87.722443012
criminal_damage,2011,8,27,7,STREET,41.686389917,-87.628924888
robbery,2010,7,19,5,STREET,41.768850019,-87.731041794
theft,2006,6,11,1,VEHICLE NON-COMMERCIAL,41.90935058,-87.767636216
prostitution,2007,9,12,14,HOTEL/MOTEL,41.892559086,-87.623450463
narcotics,2012,5,31,16,SIDEWALK,41.871733025,-87.716572725
criminal_damage,2008,10,18,20,STREET,41.851051216,-87.705231604
criminal_damage,2006,4,18,17,STREET,41.971869122,-87.668257953
robbery,2011,4,19,5,SIDEWALK,42.019433603,-87.678659306
narcotics,2007,1,28,3,OTHER,41.79368554,-87.662625914
robbery,2009,3,2,20,CTA PLATFORM,41.885487535,-87.726422045
robbery,2015,12,29,2,SIDEWALK,41.970855424,-87.651235252
criminal_damage,2008,11,8,7,STREET,41.785613571,-87.741338682
criminal_damage,2011,12,17,22,STREET,41.882366029,-87.66774009
theft,2010,6,9,15,RESIDENCE,41.961998241,-87.714390369
narcotics,2004,3,17,17,CTA PLATFORM,41.910676312,-87.649187069
prostitution,2012,4,6,5,STREET,41.786258293,-87.702626703
narcotics,2010,6,16,15,STREET,41.798972072,-87.673228416
prostitution,2004,6,28,9,ALLEY,41.898719728,-87.744769103
prostitution,2004,2,15,7,SIDEWALK,41.935191444,-87.746010575
criminal_damage,2002,5,21,22,PARKING LOT/GARAGE(NON.RESID.),41.893603441,-87.651326936
robbery,2006,6,4,13,ALLEY,41.746638151,-87.621263885
narcotics,2010,3,3,20,STREET,41.770180534,-87.615376564
narcotics,2011,10,14,1,SIDEWALK,41.780182456,-87.684885939
criminal_damage,2012,5,25,23,APARTMENT,41.884576183,-87.73473753
criminal_damage,2010,3,17,10,APARTMENT,41.761555703,-87.616773905
robbery,2001,2,17,1,STREET,41.902915249,-87.709344689
prostitution,2012,9,25,7,STREET,41.881012196,-87.702584428
robbery,2001,3,4,12,GAS STATION,41.794605852,-87.630652969
theft,2016,10,26,18,STREET,41.837963548,-87.617470765
robbery,2016,8,23,5,SIDEWALK,41.806357759,-87.662475418
prostitution,2006,12,23,12,STREET,41.844181884,-87.729715569
robbery,2012,6,16,2,PARK PROPERTY,41.787781562,-87.646201454
criminal_damage,2001,9,6,13,RESIDENCE,41.746390648,-87.595520159
narcotics,2010,9,29,20,STREET,41.799582685,-87.658354147
prostitution,2007,5,9,19,SIDEWALK,41.681357737,-87.620618587
robbery,2011,8,15,15,SMALL RETAIL STORE,41.865489083,-87.772072441
criminal_damage,2016,1,2,12,MOVIE HOUSE/THEATER,41.921606937,-87.665565006
prostitution,2015,8,20,24,STREET,41.882203091,-87.740157838
narcotics,2014,11,30,19,SIDEWALK,41.732771785,-87.604728989
robbery,2011,12,31,4,ALLEY,41.9985877,-87.667972451
narcotics,2001,7,26,14,VACANT LOT/LAND,41.872973661,-87.697493735
robbery,2003,12,23,21,SIDEWALK,41.909917129,-87.761789862
prostitution,2007,8,9,17,STREET,41.779694361,-87.61439786
robbery,2017,6,22,14,RESIDENCE PORCH/HALLWAY,41.79473381,-87.620244031
narcotics,2005,12,6,15,SIDEWALK,41.883789557,-87.746624787
theft,2012,5,31,23,OTHER,41.851955036,-87.691506168
criminal_damage,2003,5,9,8,DAY CARE CENTER,41.924350116,-87.738231603
narcotics,2012,8,30,21,SIDEWALK,41.706987456,-87.620244029
prostitution,2001,8,26,20,STREET,41.775273283,-87.703199934
prostitution,2001,12,26,21,STREET,41.885790243,-87.765207306
theft,2001,8,6,22,RESIDENCE,41.728304009,-87.571713401
narcotics,2010,1,12,18,SIDEWALK,41.858965439,-87.715818083
robbery,2003,2,14,15,STREET,41.705652047,-87.534077705
narcotics,2001,8,10,9,STREET,41.70337455,-87.627131914
criminal_damage,2010,5,9,8,"SCHOOL, PUBLIC, GROUNDS",41.803201891,-87.72198373
robbery,2008,10,24,5,DRIVEWAY - RESIDENTIAL,41.736318121,-87.561132703
theft,2016,9,15,7,RESTAURANT,41.910118154,-87.66767964
narcotics,2016,5,22,12,STREET,41.811838512,-87.684526408
criminal_damage,2013,2,22,20,STREET,41.735529518,-87.553671595
narcotics,2011,1,20,24,SIDEWALK,41.894961752,-87.751010889
narcotics,2013,8,12,22,APARTMENT,41.863721482,-87.719447149
robbery,2007,12,9,2,GAS STATION,41.92480283,-87.697762073
narcotics,2007,5,23,19,OTHER,41.876460105,-87.660622846
theft,2008,12,11,21,GROCERY FOOD STORE,41.765997125,-87.66382344
narcotics,2006,1,19,20,STREET,41.713471165,-87.642979296
prostitution,2003,1,14,14,STREET,41.808071254,-87.707896418
prostitution,2012,7,20,22,STREET,41.80716827,-87.743142974
criminal_damage,2009,9,28,22,APARTMENT,41.772412681,-87.587538221
criminal_damage,2009,5,5,2,BANK,41.793060906,-87.703539139
robbery,2012,8,15,19,OTHER,41.963845907,-87.712000886
theft,2009,9,12,17,PARKING LOT/GARAGE(NON.RESID.),41.72363784,-87.662732163
narcotics,2002,5,3,12,SIDEWALK,41.89381431,-87.763523806
robbery,2014,4,9,8,STREET,41.809060544,-87.607789943
prostitution,2007,3,28,19,STREET,41.778919068,-87.670284745
criminal_damage,2009,8,1,3,SMALL RETAIL STORE,41.904527275,-87.66752833
criminal_damage,2003,11,10,20,STREET,41.841683482,-87.613752074
prostitution,2007,2,14,20,STREET,41.800470848,-87.664755686
robbery,2009,10,23,22,SIDEWALK,41.749835586,-87.66706971
theft,2006,5,22,16,STREET,41.785234022,-87.729055139
theft,2017,4,26,4,RESIDENCE,41.964601742,-87.763540631
robbery,2012,11,27,17,SIDEWALK,41.796643311,-87.599678554
robbery,2008,5,27,14,STREET,41.746418078,-87.652414221
criminal_damage,2004,11,9,12,STREET,41.711418282,-87.537698037
narcotics,2013,7,25,10,RESIDENCE,41.857413509,-87.693991781
robbery,2001,7,20,24,PARKING LOT/GARAGE(NON.RESID.),41.807899382,-87.645656397
prostitution,2005,9,7,22,STREET,41.812534475,-87.618241859
criminal_damage,2008,9,24,22,STREET,41.925275929,-87.659452501
narcotics,2002,6,21,20,ALLEY,41.942665245,-87.654193312
prostitution,2005,5,3,21,STREET,41.752652015,-87.605237166
criminal_damage,2007,11,12,11,PARKING LOT/GARAGE(NON.RESID.),41.807703998,-87.703964273
narcotics,2010,1,26,15,RESIDENTIAL YARD (FRONT/BACK),41.871496464,-87.727813774
prostitution,2004,11,21,1,STREET,41.939935646,-87.652491107
robbery,2003,12,15,20,STREET,41.911519015,-87.675045933
theft,2005,8,4,14,STREET,41.893990113,-87.702155577
criminal_damage,2009,7,20,20,STREET,41.903184465,-87.694424326
robbery,2017,1,23,8,STREET,41.900376758,-87.759858326
robbery,2013,4,17,22,STREET,41.798723622,-87.66349391
robbery,2002,5,22,23,STREET,41.891539033,-87.637480616
robbery,2014,1,16,1,RESIDENCE PORCH/HALLWAY,41.887512528,-87.706953219
prostitution,2004,11,16,7,STREET,41.808295506,-87.693306643
robbery,2016,9,27,20,PARK PROPERTY,41.961521895,-87.635175446
criminal_damage,2007,10,20,23,RESIDENCE PORCH/HALLWAY,41.794627664,-87.756808393
criminal_damage,2001,5,22,12,RESIDENCE-GARAGE,41.699843609,-87.61753632
criminal_damage,2014,5,5,19,STREET,41.924692071,-87.709591869
criminal_damage,2008,11,11,3,RESIDENCE,41.706939329,-87.641097217
theft,2002,1,14,15,RESIDENCE,41.904989286,-87.678195096
prostitution,2013,2,14,19,HOTEL/MOTEL,41.889561428,-87.620196651
theft,2002,8,17,19,STREET,41.721303077,-87.655825979
robbery,2013,11,19,15,STREET,41.778934074,-87.66908204
criminal_damage,2004,5,3,21,RESIDENCE,41.690300278,-87.618209624
criminal_damage,2016,9,16,24,"SCHOOL, PUBLIC, BUILDING",41.745848924,-87.659679467
robbery,2010,11,8,2,SIDEWALK,41.94360281,-87.650331196
theft,2013,1,1,9,APARTMENT,41.902698633,-87.723166088
narcotics,2009,12,14,24,"SCHOOL, PUBLIC, BUILDING",41.742271198,-87.56000975
criminal_damage,2006,9,3,3,VEHICLE NON-COMMERCIAL,41.970247107,-87.757595657
narcotics,2004,5,23,14,STREET,41.840301624,-87.712239664
theft,2006,11,1,24,GROCERY FOOD STORE,41.938654657,-87.760129298
theft,2011,12,1,24,RESIDENCE,41.916760128,-87.653321693
narcotics,2013,2,12,22,ALLEY,41.883467289,-87.753957626
narcotics,2010,3,16,10,SIDEWALK,41.730843022,-87.596200012
narcotics,2004,11,22,18,STREET,41.927273535,-87.726849302
prostitution,2006,1,10,20,STREET,41.880367915,-87.755370011
robbery,2011,9,21,20,SIDEWALK,41.767209986,-87.578786289
criminal_damage,2005,6,4,17,STREET,41.802181362,-87.68793205
robbery,2002,10,24,11,SIDEWALK,41.763118803,-87.632154894
criminal_damage,2015,2,8,12,RESIDENCE,41.733038419,-87.650833612
narcotics,2013,4,29,15,PARK PROPERTY,41.87529384,-87.620593955
prostitution,2006,1,13,20,APARTMENT,41.956096925,-87.708079856
theft,2004,11,6,19,CTA GARAGE / OTHER PROPERTY,41.799808989,-87.723350952
robbery,2008,4,22,14,ALLEY,41.926309273,-87.668183831
prostitution,2001,5,29,19,STREET,41.703415117,-87.620810832
narcotics,2005,2,4,20,APARTMENT,41.874772171,-87.745058632
prostitution,2006,6,7,20,STREET,41.887293707,-87.760709851
criminal_damage,2002,5,22,22,RESIDENCE,41.87924295,-87.697255331
narcotics,2008,2,10,24,SIDEWALK,41.780164653,-87.688548837
prostitution,2003,2,9,20,STREET,41.807521041,-87.619181589
robbery,2001,1,23,2,GROCERY FOOD STORE,41.954081167,-87.698305795
criminal_damage,2006,8,28,11,RESIDENCE,41.746633318,-87.632979251
robbery,2013,1,18,19,SMALL RETAIL STORE,41.809372853,-87.704024967
theft,2010,4,30,9,ATHLETIC CLUB,41.870361106,-87.627488814
narcotics,2006,1,19,23,SIDEWALK,41.807725209,-87.605798643
criminal_damage,2002,7,24,8,STREET,41.954610692,-87.715384621
robbery,2010,9,15,12,CTA TRAIN,41.873907046,-87.725430093
robbery,2001,11,26,22,RESIDENCE,41.76942699,-87.660448261
criminal_damage,2001,3,19,20,STREET,41.802103414,-87.716195637
narcotics,2007,7,11,20,STREET,41.682969851,-87.628823078
criminal_damage,2008,3,18,16,OTHER,41.963930809,-87.654772757
criminal_damage,2006,2,5,21,SIDEWALK,41.988710419,-87.796743357
narcotics,2002,1,13,24,SIDEWALK,41.871909407,-87.701565099
narcotics,2007,1,30,21,STREET,41.737405067,-87.549409733
narcotics,2003,12,29,20,STREET,41.904133558,-87.749498573
narcotics,2010,9,7,19,SIDEWALK,41.909845362,-87.765578192
robbery,2015,5,24,21,SIDEWALK,41.898677767,-87.696775993
prostitution,2003,5,28,22,STREET,41.901664897,-87.74595793
criminal_damage,2001,3,3,11,STREET,41.783907111,-87.606155969
theft,2006,11,3,13,STREET,41.780462019,-87.664244955
robbery,2015,3,16,23,STREET,41.88182085,-87.710464344
prostitution,2001,6,7,22,SIDEWALK,41.807638268,-87.618615423
criminal_damage,2016,5,8,4,OTHER,41.886179873,-87.624523664
prostitution,2010,12,17,21,STREET,41.880251313,-87.737917545
robbery,2011,8,30,16,ALLEY,41.856327694,-87.706604222
theft,2004,1,20,16,COMMERCIAL / BUSINESS OFFICE,41.938446096,-87.703555098
criminal_damage,2008,6,30,3,STREET,41.903971214,-87.648108864
narcotics,2005,8,21,18,STREET,41.85497692,-87.728501866
narcotics,2004,1,30,15,STREET,41.721733411,-87.575340493
prostitution,2001,5,25,4,STREET,41.910979246,-87.651211804
theft,2010,6,15,23,STREET,41.931186458,-87.772676558
criminal_damage,2007,6,29,12,RESIDENTIAL YARD (FRONT/BACK),41.954703866,-87.69826285
criminal_damage,2002,10,2,14,STREET,41.779620248,-87.614395021000007
robbery,2011,11,28,15,STREET,41.780536308,-87.705608569
criminal_damage,2013,7,2,11,PARKING LOT/GARAGE(NON.RESID.),41.854487989,-87.631458793
prostitution,2005,9,26,20,STREET,41.890013254,-87.631620927
narcotics,2009,7,15,11,STREET,41.780243493,-87.615319321
prostitution,2001,6,15,9,STREET,41.910485999,-87.670071157
narcotics,2010,12,7,14,STREET,41.80895662,-87.745639161
narcotics,2008,7,18,20,STREET,41.769412879,-87.662728517
prostitution,2006,4,1,5,SIDEWALK,41.880954157,-87.740099619
narcotics,2003,2,1,21,STREET,41.931290844,-87.678830079
prostitution,2003,10,2,4,STREET,41.8923992,-87.633166768
robbery,2005,3,7,21,OTHER,41.869584206,-87.719633377
prostitution,2007,10,31,7,STREET,41.880850198,-87.716205977
narcotics,2008,10,28,17,RESIDENTIAL YARD (FRONT/BACK),41.750663536,-87.601528975
robbery,2008,12,29,24,DEPARTMENT STORE,41.801141301,-87.685012091
robbery,2003,12,16,15,STREET,41.808147803,-87.664961971
robbery,2016,10,27,23,SIDEWALK,41.914667094,-87.702003326
robbery,2004,11,18,13,PARKING LOT/GARAGE(NON.RESID.),41.781040347,-87.682754431
theft,2017,4,10,19,SMALL RETAIL STORE,41.72182671,-87.575339397
robbery,2012,11,5,15,ALLEY,41.743310715,-87.584364715
criminal_damage,2017,3,29,2,VEHICLE NON-COMMERCIAL,41.77565085,-87.720232741
prostitution,2008,8,13,11,STREET,41.803419975,-87.619443526
criminal_damage,2009,2,10,22,STREET,41.758154366,-87.593215676
robbery,2013,5,23,9,CTA BUS,41.794434924,-87.61851643
robbery,2016,6,19,14,RESIDENCE PORCH/HALLWAY,41.862983609,-87.703793233
narcotics,2008,12,23,16,SIDEWALK,41.896811814,-87.748937172
theft,2014,4,20,20,SIDEWALK,41.921731236,-87.654007482
narcotics,2008,7,11,19,STREET,41.872697606,-87.754800246
theft,2006,1,1,12,STREET,41.807461441,-87.717439
narcotics,2005,10,6,21,STREET,41.69779439,-87.625640407
criminal_damage,2005,4,8,20,STREET,41.782338838,-87.661845881
theft,2001,1,6,21,RESTAURANT,41.941711736,-87.644308655
robbery,2009,1,3,3,HOTEL/MOTEL,41.893346855,-87.623478469
criminal_damage,2001,9,16,7,RESIDENCE,41.704138659,-87.537850047
robbery,2003,6,16,24,STREET,41.97002338,-87.656241512
prostitution,2007,8,30,6,OTHER,41.967728962,-87.654802316
prostitution,2004,8,2,20,STREET,41.857946504,-87.656734956
theft,2010,6,11,20,RESIDENCE PORCH/HALLWAY,41.931008677,-87.670781017
prostitution,2008,3,12,14,HOTEL/MOTEL,41.895140898,-87.624255632
narcotics,2017,5,14,17,SIDEWALK,41.89424735,-87.718717842
